date,country,icc,n_selected,n_icc_available,coverage_mktcap,method,status
2026-05-14,Argentina,0.2114196902130185,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Brazil,0.1306243849643534,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Canada,0.0945032446226136,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Cayman Islands,0.1502679824144356,6,4,0.994138042696644,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Chile,0.1179354702054269,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,China,0.2530326150371094,10,9,0.945457559394351,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,France,0.0985908957002949,10,7,0.9890123852337755,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Germany,0.1001956900951685,10,8,0.9718465305496112,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Greece,0.1279353480206582,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-14,Hong Kong,0.2964605197386797,10,7,0.9988787711759236,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,India,0.0974353286587162,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Ireland,0.1265825041212008,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Israel,0.0818372092614984,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Italy,0.0891778136780615,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Japan,0.078589267904848,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Luxembourg,0.1698286730217553,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Malaysia,0.0179891550440123,5,3,0.9149713279935494,Partial ADR estimate,partial_adr_estimate
2026-05-14,Mexico,0.0813508743785941,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Netherlands,0.073088526480806,8,7,0.9996717776918016,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Singapore,0.0208322358429817,10,6,0.7664697481724213,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,South Africa,0.1265059410797409,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,South Korea,0.2003436083285262,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Spain,0.1090717443918149,4,3,0.9996275259029316,Partial ADR estimate,partial_adr_estimate
2026-05-14,Sweden,0.0683759858096004,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-05-14,Switzerland,0.0972946015721774,8,6,0.993910223345995,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,Taiwan,0.0859202603997453,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,United Kingdom,0.0839739528752907,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-05-14,United States,0.0869058964882778,10,8,0.9874095333929688,ADR Top-10 ICC calculation,adr_top10_icc_calculation
