date,ticker,label,category,icc,coverage_weight,n_holdings_total,n_holdings_matched,method,holding_source,status,source_file,n_holdings,n_matched
2026-05-14,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.1509913306818822,1.0,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,25.0
2026-05-14,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.0646574587442311,0.868665239114918,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,23.0
2026-05-14,IVV,iShares Core S&P 500 ETF,Broad Market,0.0821039536057223,1.0000000000000002,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,25.0
2026-05-14,IWD,iShares Russell 1000 Value ETF,Style,0.0818293110861398,1.0,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,25.0
2026-05-14,IWF,iShares Russell 1000 Growth ETF,Style,0.0653544539912525,1.0,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,25.0
2026-05-14,IWM,iShares Russell 2000 ETF,Small Cap,0.0626882966027547,0.7801106539934743,,,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,19.0
2026-05-14,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.0631435321139917,0.9604584527220628,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,24.0
2026-05-14,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.0824183065738681,1.0,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,25.0
2026-05-14,SMH,VanEck Semiconductor ETF,Theme,0.0822287170053489,1.0000000000000002,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,25.0
2026-05-14,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.0821039536057223,1.0000000000000002,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,25.0
2026-05-14,VOO,Vanguard S&P 500 ETF,Broad Market,0.0752073277929349,1.0,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,25.0
2026-05-14,VTI,Vanguard Total Stock Market ETF,Broad Market,0.0720725285468922,1.0,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,25.0
2026-05-14,VTV,Vanguard Value ETF,Style,0.081703657150278,1.0,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,25.0
2026-05-14,VUG,Vanguard Growth ETF,Style,0.0596661156316852,1.0,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,25.0
2026-05-14,XBI,SPDR S&P Biotech ETF,Theme,0.0909424717628379,0.4235745028693448,,,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,12.0
2026-05-14,XLB,Materials Select Sector SPDR Fund,Sector,0.084481038554046,1.0,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,25.0
2026-05-14,XLC,Communication Services Select Sector SPDR Fund,Sector,0.1067790907662961,0.5773961254142238,,,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202605/etf_icc_2026_05_14.csv,24.0,21.0
2026-05-14,XLE,Energy Select Sector SPDR Fund,Sector,0.0747738217573832,0.986252720815672,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,22.0,21.0
2026-05-14,XLF,Financial Select Sector SPDR Fund,Sector,0.0877253065402018,1.0,,,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_14.csv,25.0,25.0
